event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
MEX86611,"25 April 2024",2024,1,"Political violence",Battles,"Armed clash","CJNG: Jalisco New Generation Cartel",,"Political militia","Military Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Jalisco,"Santa Maria del Oro",,"Santa Maria del Oro",19.5869,-102.9086,2,"Borderland Beat; El Norte; El Siglo de Durango",National,"On 25 April 2024, in the municipality of Santa Maria del Oro, Jalisco, members of the CJNG ambushed military officials in the community of La Higuerilla. Three officers were injured, but this number was not confirmed by authorities. At least three injured.",0,,1714445573
MEX86711,"25 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) State Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,Tabasco,Cardenas,,"Santana Primera Seccion B",18.1057,-93.4383,1,"Tabasco Hoy",Subnational,"On 25 April 2024, in Santana Primera Seccion B, Tabasco, there was an armed clash between an unknown number of armed individuals and state police officers during a police operation. No police officer Three men and two women died. According to the police, none of the dead were police officers. Also three vehicles and four motorcycles were seized. 5 fatalities.",5,,1714445573
MEX86547,"25 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,"Ciudad de Mexico",Xochimilco,,"Ciudad de Mexico - Xochimilco",19.2635,-99.1049,1,"El Universal (Mexico)",National,"On 25 April 2024, in Ciudad de Mexico - Xochimilco, two armed individuals aboard a motorcycle shot and killed two men in the Santa Cruz Acalpixtla church esplanade and left one injured. The victims had drug packages and were suspected drug dealers. 2 fatalities, 1 injured.",2,,1723505938
MEX86546,"24 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","La Union Tepito",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,"Ciudad de Mexico","Venustiano Carranza",,"Ciudad de Mexico - Venustiano Carranza",19.4193,-99.1137,1,"La Verdad",National,"On 24 April 2024, in Ciudad de Mexico - Venustiano Carranza, a man who was with a woman was run over and shot by an unknown number of armed individuals outside the General Balbuena Hospital. The man who was an extortionist of La Union Tepito was killed and the woman was injured.1 fatality, 1 injured.",1,,1714445573
MEX86583,"24 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Guerrero,Atlixtac,,Atlixtac,17.5637,-98.9332,1,Mural,National,"On 24 April 2024, in Atlixtac, Guerrero, there was an armed clash between two organized crime groups. During the clash, the armed groups dug a ditch in the road preventing vehicles from passing and cut off the electricity supply in the community of Chichihualco. Casualties unknown.",0,,1714445573
MEX86740,"24 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-) Ministerial Federal Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Veracruz de Ignacio de la Llave",Orizaba,,Orizaba,18.851,-97.0989,1,Milenio,National,"On 24 April 2024, in Orizaba, Veracruz de Ignacio de la Llave, ministerial police and elements of the Specialized Unit to Combat Kidnapping were attacked by two individuals aboard a motorcycle who fled. The perpetrators were chased to a house where 17 suspected kidnappers were arrested. Weapons and drugs were also seized. There were no fatalities.",0,,1714445573
MEX86553,"23 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)","Police Forces of Mexico (2018-) State Police","State forces","State forces-Political militia",,484,"North America",Mexico,Colima,Tecoman,,Tecoman,18.9105,-103.8735,1,"Colima Noticias",Subnational,"On 23 April 2024, in Tecoman, Colima, municipal and state police officers chased and clashed with armed individuals aboard to vehicles on the Fernando Moreno Pena street. Two patrols were damaged but there were no injured or arrested people.",0,,1714445573
MEX86744,"23 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) National Guard",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Veracruz de Ignacio de la Llave",Tihuatlan,,Tihuatlan,20.7157,-97.5341,1,"El Norte; Milenio",National,"On 23 April 2024, in Tihuatlan, Veracruz de Ignacio de la Llave, armed individuals opened fire at the National Guard on the Tuxpan-Mexico highway at the tollbooth. Police officers seized a vehicle and weapons but there were no arrests. There were no casualties.",0,,1714445574
MEX86560,"23 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Guanajuato,Celaya,,Celaya,20.5215,-100.814,1,"Zona Franca",Subnational,"On 23 April 2024, in Celaya, Guanajuato, an armed individual attacked a police officer who repelled the aggression and killed the armed individual in fraccionamiento El Mayorazgo. Three people were arrested and police officers seized tactical equipment, weapons, chargers and cartridges. 1 fatality.",1,,1719274855
MEX86674,"23 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Nuevo Leon",Linares,,Linares,24.8597,-99.5679,1,Riodoce,National,"On 23 April 2024, in Linares, Nuevo Leon, armed individuals opened fire at municipal police officers who repelled the aggression. Four armed individuals died as a result and one was arrested. 4 fatalities.",4,,1721691365
MEX86564,"22 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Guanajuato,Irapuato,,Irapuato,20.6728,-101.3481,1,"La Prensa de Monclova; Zona Franca",Subnational-National,"On 22 April 2024, in Irapuato, Guanajuato, armed men ambushed and attacked a traffic agent. The agent died as a result and one civilian was injured. 1 fatality, 1 injury.",1,,1714445573
MEX86632,"22 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Unidentified Armed Group (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Apatzingan,,"Crucero de las Cahuingas",19.0309,-102.4019,1,MiMorelia,Subnational,"On 22 April 2024, in Crucero de las Cahuingas, Michoacan de Ocampo, armed rival groups engaged in an armed clash. There were no casualties.",0,,1714445573
MEX86635,"22 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Unidentified Armed Group (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Apatzingan,,"Presa de Rosario",19.0689,-102.4074,1,MiMorelia,Subnational,"On 22 April 2024, in Presa de Rosario, Michoacan de Ocampo, armed rival groups engaged in an armed clash. There were no casualties.",0,,1714445573
MEX86636,"22 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Unidentified Armed Group (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Apatzingan,,"San Fernando",19.0458,-102.4011,1,MiMorelia,Subnational,"On 22 April 2024, in San Fernando, Michoacan de Ocampo, armed rival groups engaged in an armed clash. There were no casualties.",0,,1714445573
MEX86644,"22 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Unidentified Armed Group (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo","Nuevo Urecho",,"El Mirador",19.1889,-101.8599,1,MiMorelia,Subnational,"On 22 April 2024, in El Mirador, Michoacan de Ocampo, armed rival groups engaged in an armed clash after two members of an organized crime group were arrested. There were no casualties.",0,,1714445573
MEX86710,"22 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-) National Guard","Military Forces of Mexico (2018-)","State forces","State forces-Political militia",,484,"North America",Mexico,Tabasco,Cardenas,,"Santa Rosalia",18.0897,-93.3503,1,"La Jornada; Milenio",National,"On 22 April 2024, in Santa Rosalia, Tabasco, suspected gang members opened fire at the National Guard and elements of the military. Also unknown armed individuals set fire to buses as part of a (narco) roadblock. The clash took place as a result of the arrest of four armed individuals. Casualties unknown.",0,,1714445573
MEX86707,"22 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Military Forces of Mexico (2018-)","Police Forces of Mexico (2018-) National Guard","State forces","State forces-Political militia",,484,"North America",Mexico,Tabasco,Cardenas,,C-21,18.0668,-93.5635,1,"Milenio; Riodoce; Tabasco Hoy",Subnational-National,"On 22 April 2024, in C-21, Tabasco, an armed clash took place between armed individuals and the military and the National Guard leading to the death of two armed individuals. Two people were arrested, including the leader of a criminal group in the Chontalpa region. Weapons and drugs were seized. The members of the criminal group kept the area under control with extortion and the collection of fees from merchants. 2 fatalities.",2,,1715041031
MEX86720,"22 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-) National Guard","Military Forces of Mexico (2018-)","State forces","State forces-Political militia",,484,"North America",Mexico,Tabasco,Huimanguillo,,Chontalpa,17.6661,-93.4811,1,"La Jornada",National,"On 22 April 2024, in Chontalpa, Tabasco, suspected gang members opened fire at the National Guard and elements of the military. The clash took place as a result of the arrest of four armed individuals. Casualties unknown.",0,,1719274855
MEX86496,"21 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) State Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Baja California",Tecate,,"La Rumorosa",32.5245,-116.0568,1,"AFN - Tijuana",Subnational,"On 21 April 2024, in La Rumorosa, Baja California, armed individuals opened fire at state police officers who repelled the aggression. The armed individuals fled the scene. One police unit was damaged. There were no casualties.",0,,1714445572
MEX86590,"21 April 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Unidentified Gang (Mexico)",,"Political militia","Civilians (Mexico)",,Civilians,"Political militia-Civilians","Civilian targeting",484,"North America",Mexico,Guerrero,Petatlan,,"El Mayemal",17.5892,-100.9954,1,"El Sol de Acapulco",Subnational,"On 21 April 2024, in El Mayemal, Guerrero, unknown armed individuals launched an armed drone attack onto the community causing forest fires. The attack is being linked to organized crime groups. There were no casualties.",0,,1714445573
MEX86591,"21 April 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Unidentified Gang (Mexico)",,"Political militia","Civilians (Mexico)",,Civilians,"Political militia-Civilians","Civilian targeting",484,"North America",Mexico,Guerrero,Petatlan,,"Las Mesas",17.5139,-101.0558,1,"El Sol de Acapulco",Subnational,"On 21 April 2024, in Las Mesas, Guerrero, unknown armed individuals launched an armed drone attack onto the community causing forest fires. The attack is being linked to organized crime groups. There were no casualties.",0,,1714445573
MEX86592,"21 April 2024",2024,1,"Political violence","Explosions/Remote violence","Air/drone strike","Unidentified Gang (Mexico)",,"Political militia","Civilians (Mexico)",,Civilians,"Political militia-Civilians","Civilian targeting",484,"North America",Mexico,Guerrero,"Tecpan de Galeana",,"El Porvenir",17.5336,-100.935,1,"El Sol de Acapulco",Subnational,"On 21 April 2024, in El Porvenir, Guerrero, unknown armed individuals launched an armed drone attack onto the community causing forest fires. The attack is being linked to organized crime groups. There were no casualties.",0,,1714445573
MEX86683,"21 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Puebla,Ajalpan,,"Ciudad de Ajalpan",18.3783,-97.2594,1,E-Consulta,Subnational,"On 21 April 2024, in Ciudad de Ajalpan, Puebla, armed individuals on a motorcycle chased and opened fire at a couple on a motorcycle. A man died and a woman was injured and transported to the hospital. The man was a suspected drug dealer. 1 fatality, 1 injury.",1,,1714445573
MEX86575,"21 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Guanajuato,Salamanca,,Salamanca,20.5687,-101.1999,1,"La Jornada; Zona Franca",Subnational-National,"On 21 April 2024, in Salamanca, Guanajuato, armed individuals opened fire at a policewoman and a traffic agent on patrol. The policewoman died as a result. Three people were injured. 1 fatality, 3 injuries.",1,,1719274855
MEX86718,"21 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Tabasco,Centro,,Villahermosa,17.9878,-92.9194,1,"Tabasco Hoy",Subnational,"On 21 April 2024, in Villahermosa, Tabasco, unknown armed individuals opened fire and two people from a moving vehicle (drive-by) at a drug selling point in Colonia Tamulte de las Barrancas. The victims were suspected drug dealers. Both people were injured. 2 injuries.",0,,1725317936
MEX86672,"20 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) State Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Nuevo Leon",Linares,,"El Diez",24.8643,-99.4567,1,Milenio,National,"On 20 April 2024, in El Diez, Nuevo Leon, armed individuals opened fire at state police officers who repelled the aggression. There were no casualties.",0,,1714445573
MEX86677,"20 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) State Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Nuevo Leon",Monterrey,,Monterrey,25.6647,-100.311,1,"El Siglo de Durango",National,"On 20 April 2024, in Monterrey, Nuevo Leon, armed individuals opened fire at state police officers in Colonia Los Altos who repelled the aggression. The aggression provoked the presence of the authorities. One state police officer was killed. 1 fatality.",1,,1714445573
MEX86732,"20 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Los Lampones Gang",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Tlaxcala,"San Pablo del Monte",,"Ciudad de San Pablo del Monte",19.1197,-98.1704,2,E-Consulta,National,"On 20 April 2024, close to Ciudad de San Pablo del Monte, Tlaxcala, unknown armed individuals killed a man inside his truck on a road to Tlaltepango. The man was identified as a member of Los Lampones gang and was known for crimes related to abduction, homicide, robbery, sexual abuse among other.",1,,1714445573
MEX86370,"19 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,"San Luis Potosi","San Luis Potosi",,"San Luis Potosi",22.1517,-100.977,1,"Antena San Luis",Subnational,"On 19 April 2024, in San Luis Potosi, San Luis Potosi, an armed individual opened fire at a municipal police officer at least 11 times inside the police unit in Colonia General I. Martinez. The attack led to a chase but the individuals escaped. There were no casualties.",0,,1713830565
MEX86380,"19 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Unidentified Armed Group (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Puebla,Tehuacan,,Tehuacan,18.4622,-97.392,1,E-Consulta,Subnational,"On 19 April 2024, in Tehuacan, Puebla, armed individuals opened fire at a couple traveling in a vehicle close to Colonia Mexico. The driver of the vehicle repelled the aggression . Both individuals were injured and transported to the hospital. 2 injuries.",0,,1713830565
MEX86397,"19 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Jacona,,"Jacona de Plancarte",19.9563,-102.306,1,"La Voz de Michoacan; MiMorelia",Subnational,"On 19 April 2024, in Jacona de Plancarte, Michoacan de Ocampo, armed individuals opened fire at municipal police officers who retaliated the aggression and chased the armed individuals on the La Rinconada - El Pochote highway. Two officers and two armed individual were injured. Four people were arrested. 4 injuries.",0,,1713830566
MEX86407,"19 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Sinaloa,Culiacan,,Sanalona,24.8017,-107.1391,1,"El Universal (Mexico)",National,"On 19 April 2024, in Sanalona, Sinaloa, one armed individual with a rifle opened fire at municipal police officers who arrived at the scene after an anonymous call. Police officers retaliated the aggression and injured the man in his leg in Ejido Plan de Oriente. The man was then arrested.",0,,1713830566
MEX86602,"19 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Unidentified Armed Group (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Jalisco,"Ahualulco de Mercado",,"Ahualulco de Mercado",20.6992,-103.9859,1,Mural,National,"On 19 April 2024, in Ahualulco de Mercado, Jalisco, armed rival groups engaged in an armed clash in Colonia El Espinal. A man died and another man was beaten and injured. Also a minor was injured by stray bullets. 1 fatality, 2 injuries.",1,,1714445573
MEX86355,"18 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Guerrero,"Acapulco de Juarez",,"Acapulco de Juarez",16.8619,-99.8866,1,"El Sol de Acapulco",Subnational,"On 18 April 2024, in Acapulco de Juarez, Guerrero, unknown armed men opened fire at a highway police officer in Colonia Jardin Mangos. The man died as a result.",1,,1713830565
MEX86713,"18 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Tabasco,Centro,,"Medellin y Pigua 3a. Secc.",18.0619,-92.8822,1,"Tabasco Hoy",Subnational,"On 18 April 2024, in Medellin y Pigua 3a. Secc., Tabasco, unknown armed individuals shot and killed two people at a drug selling point. The victims were suspected drug dealers. 2 fatalities.",2,,1721691365
MEX86210,"18 April 2024",2024,1,"Political violence",Battles,"Armed clash","Policia Comunitaria","El Machete","Identity militia","Los Herreras Gang (Mexico)",,"Political militia","Political militia-Identity militia",,484,"North America",Mexico,Chiapas,Chenalho,,Tzanembolom,17.0486,-92.5073,1,"24 Horas (Mexico); Milenio",National,"On 18 April 2024, in Tzanembolom, Chiapas, El Machete and Los Herrera gang engaged in an armed clash which has led to teachers being confined to the municipality without the opportunity to leave. There were no casualties.",0,,1725924065
MEX86343,"17 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) State Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,Zacatecas,Jerez,,"El Durazno",22.7275,-102.9778,1,"El Proceso; El Universal (Mexico); La Verdad; Milenio",National,"On 17 April 2024, in El Durazno, Zacatecas, armed individuals ambushed a group of state police officers who were patrolling the area. They repelled the attack but three of the officers were injured. 3 injured.",0,,1713830565
MEX86474,"17 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-) National Guard","Military Forces of Mexico (2018-)","State forces","State forces-Political militia",,484,"North America",Mexico,Tabasco,Jalapa,,Jalapa,17.7217,-92.812,1,"La Jornada; La Silla Rota; Milenio; Noroeste; Riodoce; Tabasco Hoy",Subnational-National,"On 17 April 2024, in Jalapa, Tabasco, elements of the Secretariat of Security and Citizen Protection (SSPC), the Mexican Army and the National Guard clashed with members of an unidentified gang during the rescue of a kidnapped person in a ranch located in the community of San Marcos. Five criminals were arrested and eight died as a result. 8 fatalities.",8,,1713830566
MEX86220,"16 April 2024",2024,1,"Political violence",Battles,"Armed clash","San Martin Peras Communal Militia (Mexico)",,"Identity militia","Police Forces of Mexico (2018-) State Police","Police Forces of Mexico (2018-) National Guard","State forces","State forces-Identity militia",,484,"North America",Mexico,Oaxaca,"San Martin Peras",,"San Martin Peras",17.3591,-98.238,2,"24 Horas (Mexico); Quadratin Oaxaca",Subnational-National,"On 16 April 2024, in San Martin Peras municipality, Oaxaca, members of a communal militia shot at a state police and national guard convoy which was transporting two people who were injured in an armed attack by suspected community members of San Martin Peras before. When the officers were on their way, they were attacked by a group of at least 100 people. There is an ongoing agrarian conflict between the communities of San Martin Peras and Santiago Juxtlahuaca. There were no casualties.",0,,1713830565
MEX86460,"16 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Los Planchas Gang",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Guanajuato,Leon,,"Leon de los Aldama",21.122,-101.6832,1,"Zona Franca",Subnational,"On 16 April 2024, in Leon de los Aldama, Guanajuato, armed individuals aboard a motorcycle shot and killed (drive-by) a member of Los Planchas Gang in colonia El Paisaje. 1 fatality.",1,,1713830566
MEX86322,"16 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Unidentified Armed Group (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Apatzingan,,"Apatzingan de la Constitucion",19.0872,-102.3553,1,"La Voz de Michoacan",Subnational,"On 16 April 2024, in Apatzingan de la Constitucion, Michoacan de Ocampo, two unidentified armed groups clashed near the Vista Hermosa, Cristobal Colon, and La Joyita colonias. There were no casualties.",0,,1721086509
MEX86206,"15 April 2024",2024,1,"Political violence",Battles,"Armed clash","Police Forces of Mexico (2018-)",,"State forces","Unidentified Armed Group (Mexico)",,"Political militia","State forces-Political militia",,484,"North America",Mexico,"Baja California",Tijuana,,Tijuana,32.5325,-117.019,1,"AFN - Tijuana",Subnational,"On 15 April 2024, in Tijuana, Baja California, municipal police officers were ambushed while they were patrolling fraccionamiento El Dorado Residencial. There were no casualties.",0,,1713830565
MEX86230,"15 April 2024",2024,1,"Political violence",Battles,"Armed clash","Sinaloa Cartel",,"Political militia","Military Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Chiapas,Acapetahua,,Acapetahua,15.2813,-92.6896,2,"El Proceso; La Verdad",National,"On 15 April 2024, in the rural area of Acapetahua, Chiapas, members of the Sinaloa Cartel clashed with military officers in ejido Soconusco. Four people were arrested. There were no casualties.",0,,1713830565
MEX86297,"15 April 2024",2024,2,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) Ministerial Federal Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,Hidalgo,"Mineral de la Reforma",,"Mineral de la Reforma",20.0458,-98.7212,1,"La Silla Rota; Sintesis",National,"Around 15 April 2024 (as reported), in Mineral de la Reforma, Hidalgo, an agent of the Attorney General's Office of the State of Hidalgo (PGJEH) was killed and his body was found along with a weapon on the Los Jales soccer fields, in colonia Santiago Jaltepec. 1 fatality.",1,,1713830565
MEX86318,"15 April 2024",2024,2,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) State Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,Hidalgo,Tizayuca,,Tizayuca,19.8411,-98.9816,1,"Diario Via Libre; La Silla Rota; Milenio",Subnational-National,"Around 15 April 2024 (as reported), in Tizayuca, Hidalgo, a state police officer was killed and his body was found with multiple wounds inflicted with a sharp weapon inside a house in colonia Expresidentes. 1 fatality.",1,,1713830565
MEX86454,"15 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Unidentified Gang (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,"San Luis Potosi","Ciudad Valles",,"La Pila",21.8686,-99.0826,1,"24 Horas (Mexico); El Norte; El Proceso; La Jornada; Milenio; Riodoce; Xinhua; Zona Franca",National-International,"On 15 April 2024, in La Pila, San Luis Potosi, two unidentified gangs clashed in El Jaralito community inside a house suspected to be a safe house for a criminal cell. Six people were killed as a result. 6 fatalities.",6,,1713830566
MEX86681,"15 April 2024",2024,1,"Political violence",Battles,"Armed clash","San Martin Peras Communal Militia (Mexico)",,"Identity militia","Zochiquilazala Communal Militia (Mexico)",,"Identity militia","Identity militia-Identity militia",,484,"North America",Mexico,Oaxaca,"Santiago Juxtlahuaca",,"Santos Reyes Zochiquilazola",17.2661,-98.1836,2,"Quadratin Oaxaca",Subnational,"On 15 April 2024, near Santos Reyes Zochiquilazola, Oaxaca, there was an armed clash between members of San Martin Peras community and Zochiquilazala. Two people were injured.",0,,1714445573
MEX86308,"15 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Guanajuato,Celaya,,Celaya,20.5215,-100.814,1,"Zona Franca",Subnational,"On 15 April 2024, in Celaya, Guanajuato, armed individuals shot and injured a police officer who was guarding a store in Colonia El Vergel. This is the second event related with this store, as on 8 April a woman police officer was shot in colonia Zona de Oro (coded separately). 1 injured.",0,,1719274855
MEX86277,"14 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Unidentified Armed Group (Mexico)",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Chihuahua,"Guadalupe y Calvo",,"Guadalupe y Calvo",26.0945,-106.9644,1,Tiempo,Subnational,"On 14 April 2024, in Guadalupe y Calvo, Chihuahua, two armed groups clashed for more than nine hours. Casualties unknown.",0,,1713830565
MEX86270,"14 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Mexico,"Tenango del Aire",,"Tenango del Aire",19.1572,-98.8607,1,"La Jornada; Riodoce",National,"On 14 April 2024, in Tenango del Aire, Mexico, several armed men in a vehicle shot and killed two municipal police officers in Barrio San Miguel. According to the police, the attackers had participated in a fight eight days ago and the police officers had already received death threats since then. 2 fatalities.",2,,1719274855
MEX86223,"13 April 2024",2024,1,"Political violence",Battles,"Armed clash","Sinaloa Cartel",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Zacatecas,Jerez,,"Jerez de Garcia Salinas",22.6494,-102.9899,1,"La Jornada; Pagina 24 Zacatecas; Riodoce",Subnational-National,"On 13 April 2024, in Jerez de Garcia Salinas, Zacatecas, there was an armed clash between the municipal police and armed men from the Sinaloa Cartel after they tried to kidnap a person. Three criminal members were killed and another two were arrested. Three police officers were also injured. Three long firearms, two short weapons, a grenade launcher, magazines, cartridges and tactical equipment were seized. 3 fatalities.",3,,1713830565
MEX86259,"13 April 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) National Guard","Military Forces of Mexico (2018-)","State forces","State forces-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Apatzingan,,Chandio,19.0889,-102.4092,1,MiMorelia,Subnational,"On 13 April 2024, in Chandio, Michoacan, there was an armed clash between the National Guard and Military officers after armed men from a criminal group shot at them during a patrol. Weapons and guns were seized. There were no casualties.",0,,1714445572
