event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
MEX93232,"21 September 2024",2024,1,"Political violence",Battles,"Armed clash","Los Chapitos Gang",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Sinaloa,Culiacan,,"Culiacan Rosales",24.8088,-107.394,1,"El Blog del Narco; El Sol de Sinaloa; La Jornada; Riodoce",Subnational-National,"On 21 September 2024, in Culiacan Rosales, Sinaloa, there was an armed clash among municipal police and military officers against armed individuals during a police patrol around Desarrollo Urbano Tres Rios. Three armed men were killed, including a leader of Los Chapitos gang. Two were arrested and two military officers were injured. 3 fatalities.",3,,1727907807
MEX93237,"21 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Police Forces of Mexico (2018-) State Police","Military Forces of Mexico (2018-); Police Forces of Mexico (2018-) National Guard","State forces","State forces-Political militia",,484,"North America",Mexico,Zacatecas,Loreto,,"La Union",22.2306,-101.9847,1,"La Jornada",National,"On 21 September 2024, in La Union, Zacatecas, there was an armed clash among the state police, National Guard, and military officers against suspected gang members. Casualties unknown.",0,,1727907807
MEX93545,"21 September 2024",2024,1,"Political violence",Battles,"Armed clash","Los Mayitos Gang",,"Political militia","Police Forces of Mexico (2018-) State Police",,"State forces","State forces-Political militia",,484,"North America",Mexico,"Baja California Sur",Comondu,,"Ciudad Constitucion",25.0321,-111.6625,1,"Zeta Tijuana",National,"On 21 September 2024, in Ciudad Constitucion, Baja California Sur, two state police officers were kidnapped by a group of armed men. According to the investigations, this event is related to a revenge by criminal groups linked to Los Mayitos gang. The victim's whereabouts are unknown.",0,,1728358500
MEX92975,"20 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)","Police Forces of Mexico (2018-) Ministerial Federal Police","State forces","State forces-Political militia",,484,"North America",Mexico,Guanajuato,"Santa Cruz de Juventino Rosas",,"Juventino Rosas",20.6432,-100.994,1,Milenio,National,"On 20 September 2024, in Juventino Rosas, Guanajuato, unknown armed individuals attacked a municipal policewoman traveling together with an agent of the Investigation Agency of the Attorney General's office on the Juventino Rosas-Salamanca highway near Colonia Ejidal Linda Vista. The woman police officer died as a result and the Investigative police officer was injured. 1 fatality, 1 injury.",1,,1727134596
MEX93022,"20 September 2024",2024,1,"Political violence",Battles,"Armed clash","Los Caballeros Templarios Gang",,"Political militia","CJNG: Jalisco New Generation Cartel",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Apatzingan,,"El Alcalde",18.9583,-102.4589,1,"La Voz de Michoacan; MiMorelia",Subnational,"On 20 September 2024, in El Alcalde, Michoacan de Ocampo, Los Caballeros Templarios gang and the CJNG from Jalisco and Michoacan de Ocampo engaged in armed clashes in several municipalities of Apatzingan. No casualties.",0,,1727134596
MEX93023,"20 September 2024",2024,1,"Political violence",Battles,"Armed clash","Los Caballeros Templarios Gang",,"Political militia","CJNG: Jalisco New Generation Cartel",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Apatzingan,,"El Llano Grande",18.9924,-102.5366,1,"La Voz de Michoacan; MiMorelia",Subnational,"On 20 September 2024, in El Llano Grande, Michoacan de Ocampo, Los Caballeros Templarios gang and the CJNG from Jalisco and Michoacan de Ocampo engaged in armed clashes in several municipalities of Apatzingan. No casualties.",0,,1727134596
MEX93024,"20 September 2024",2024,1,"Political violence",Battles,"Armed clash","Los Caballeros Templarios Gang",,"Political militia","CJNG: Jalisco New Generation Cartel",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Apatzingan,,"Las Bateas",18.9906,-102.4858,1,"La Voz de Michoacan; MiMorelia",Subnational,"On 20 September 2024, in Las Bateas, Michoacan de Ocampo, Los Caballeros Templarios gang and the CJNG from Jalisco and Michoacan de Ocampo engaged in armed clashes in several municipalities of Apatzingan. No casualties.",0,,1727134596
MEX93025,"20 September 2024",2024,1,"Political violence",Battles,"Armed clash","Los Caballeros Templarios Gang",,"Political militia","CJNG: Jalisco New Generation Cartel",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Apatzingan,,"Los Tepetates",19.0922,-102.3208,1,"La Voz de Michoacan; MiMorelia",Subnational,"On 20 September 2024, in Los Tepetates, Michoacan de Ocampo, Los Caballeros Templarios gang and the CJNG from Jalisco and Michoacan de Ocampo engaged in armed clashes in several municipalities of Apatzingan. No casualties.",0,,1727134596
MEX93027,"20 September 2024",2024,1,"Political violence",Battles,"Armed clash","Los Caballeros Templarios Gang",,"Political militia","CJNG: Jalisco New Generation Cartel",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,"Michoacan de Ocampo",Buenavista,,"Los Charcos",19.0217,-102.5084,1,"La Voz de Michoacan; MiMorelia",Subnational,"On 20 September 2024, in Los Charcos, Michoacan de Ocampo, Los Caballeros Templarios gang and the CJNG from Jalisco and Michoacan de Ocampo engaged in armed clashes in several municipalities of Apatzingan. No casualties.",0,,1727134596
MEX92933,"20 September 2024",2024,2,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","La Linea Gang",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Chihuahua,Ojinaga,,"Manuel Ojinaga",29.5645,-104.4157,1,Tiempo,Subnational,"Around 20 September 2024 (as reported), in Manuel Ojinaga, Chihuahua, eleven people were killed and their bodies were found wrapped in plastic bags near the facilities of the Federal Electricity Commission (CFE). Two of the bodies were decapitated. One of the bodies was identified as a member of La Linea Gang. A message was found next to the bodies. 11 fatalities.",11,,1727730464
MEX92983,"19 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Guerrero,"Acapulco de Juarez",,"Acapulco de Juarez",16.8619,-99.8866,1,"Milenio; Quadratin Oaxaca",National,"On 19 September 2024, in Acapulco de Juarez, Guerrero, two armed men in a car opened fire at municipal police officers in the center of the city leading to a chase. The armed men fled the scene after abandoning the car. One civilian was killed, one police officer was injured and two vehicles were damaged in the attack. 1 fatality, 1 injury.",1,,1727134596
MEX93011,"19 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-) National Guard",,"State forces","State forces-Political militia",,484,"North America",Mexico,Jalisco,Teuchitlan,,"La Estanzuela",20.6698,-103.8263,1,"La Jornada",National,"On 19 September 2024, in La Estanzuela, Jalisco, armed individuals opened fire at elements of the National Guard on patrol who repelled the aggression. Officers arrested ten people and released two men who were kidnapped. One person was found dead at the site (no information on the circumstances). Officers seized several vehicles, weapons, magazines and drugs.",0,,1727134596
MEX93064,"19 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Police Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Morelos,Tlaquiltenango,,Tlaquiltenango,18.63,-99.1627,1,"Diario de Morelos",Subnational,"On 19 September 2024, in Tlaquiltenango, Morelos, at least seven armed individuals engaged in an armed clash with municipal police officers near the entrance to Las Huertas. During the operation, police officers rescued three kidnapped persons and two vehicles belonging to the victims were recovered. One suspect was arrested and two vehicles were seized. Six individuals fled the scene in several vehicles.",0,,1727134596
MEX93127,"19 September 2024",2024,2,"Political violence",Battles,"Armed clash","Los Mayitos Gang",,"Political militia","Los Chapitos Gang",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,Sinaloa,Culiacan,,"Culiacan Rosales",24.8088,-107.394,1,"Borderland Beat",National,"Around 19 September 2024 (as reported), in Culiacan Rosales, Sinaloa, a woman was killed by suspected members of Los Mayitos and her body was found with a frog in her mouth and a walkie talkie next to her. The walkie-talkie is suspected to mean the woman is the eyes and ears for the Los Chapos and the frog is suspected to mean she is a traitor. The event is likely related to the ongoing fight between the Sinaloa Cartel factions of Los Mayitos and Los Chapitos gangs in the municipality of Culiacan that started on 9 September. 1 fatality.",1,,1727134596
MEX93141,"19 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Military Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Sonora,Caborca,,Caborca,30.7166,-112.1562,1,"El Siglo de Durango",National,"On 19 September 2024, in Caborca, Sonora, armed individuals opened fire at military officers during an operation who repelled the aggression killing three armed individuals and arrested eight in fraccionamiento Palma Dorada. Six of those arrested were reported as minors. Military seized weapons, cartridges, vests and magazines. 3 fatalities.",3,,1727134596
MEX92921,"18 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mexico)",,"Political militia","Military Forces of Mexico (2018-)",,"State forces","State forces-Political militia",,484,"North America",Mexico,Chiapas,Tonala,,Tonala,16.0914,-93.7518,1,"La Jornada",National,"On 18 September 2024, in Tonala, armed individuals opened fire at elements of the marine (Semar) who repelled the aggression and led to a chase and the crash of the armed vehicle close to Huizachal. One marine officer was injured and two armed individuals were arrested. 1 injury.",0,,1727134595
MEX93071,"18 September 2024",2024,1,"Political violence",Battles,"Armed clash","Unidentified Gang (Mexico)",,"Political militia","Gulf Cartel",,"Political militia","Political militia-Political militia",,484,"North America",Mexico,"Nuevo Leon",Juarez,,"Benito Juarez",25.6513,-100.106,1,"El Blog del Narco",National,"On 18 September 2024, in Benito Juarez, Nuevo Leon, unknown armed individuals shot and killed the leader of the Gulf Cartel Metros when he was leaving a soccer field. 1 fatality.",1,,1727134596
